Origin,Target,Type,Format
"/7-tempat-terbaik-jakarta-beli-sparepart-mobil-murah","/tempat-sparepart-mobil-terbaik-dan-murah-yang-ada-di-jakarta/","301","plain"
"/e-billing-pajak-cara-bayar-pajak-secara-online","/e-billing-pajak-begini-cara-bayar-pajak-online/","301","plain"
"/lagi-cari-kerja-sampingan-online-ini-5-pilihan-yang-layak-dicoba","/5-kerja-sampingan-online-dengan-penghasilan-menjanjikan/","301","plain"
"/koleksi-mobil-mewah-hary-tanoesoedibjo-semuanya-boros-bbm","/hary-tanoesoedibjo-miliki-koleksi-kendaraan-boros-bbm/","301","plain"
"/kalau-semangat-bekerja-kamu-lagi-padam-coba-simak-kata-kata-motivasi-dari-ceo-dunia-ini","/kata-kata-motivasi-ceo-dunia-bangkitkan-semangat/","301","plain"
"/8-waralaba-minuman-makanan-2-3-jutaan","/waralaba-minuman-dan-makanan-dengan-modal-terjangkau/","301","plain"
"/cara-mudah-bikin-kartu-kredit-mandiri-dan-pilihan-kartunya","/pengajuan-kartu-kredit-mandiri-yang-mudah/","301","plain"
"/mau-sukses-usaha-franchise-seperti-ayam-gepuk-pak-gembus-tipsnya","/sukses-usaha-franchise/","301","plain"
"/pinjam-uang-online-jaminan-ktp-doang-gampang-ajuinnya-tekor-bayarnya","/pinjam-uang-online-jaminan-ktp/","301","plain"
"/5-pekerjaan-sampingan-yang-gak-menguntungkan-jangan-berani-coba-coba","/pekerjaan-sampingan-tak-menguntungkan/","301","plain"
"/5-kerja-sampingan-online-dengan-penghasilan-menjanjikan","/kerja-sampingan-online-bergaji-bagus/","301","plain"
"/7-artis-cantik-indonesia-dan-liburan-natal-mewahnya","/artis-cantik-indonesia-dan-liburan-natal/","301","plain"
"/film-inspirasi-terbaik-buat-kamu-yang-mau-sukses-dan-kaya","/film-inspirasi-terbaik-untuk-sukses-dan-kaya/","301","plain"
"/e-billing-pajak-begini-cara-bayar-pajak-online","/e-billing-pajak-begini-cara-bayarnya/","301","plain"
"/tips-jitu-bikin-surat-lamaran-kerja-buat-hrd-kepincut","/bikin-surat-lamaran-kerja-begini-caranya/","301","plain"
"/tempat-wisata-di-bandung-yang-bikin-liburan-akhir-tahun-hemat-dan-mengasyikkan","/tempat-wisata-di-bandung-murah/","301","plain"
"/ramalan-zodiak-tahun-2019-tentang-keuangan","/ramalan-zodiak-2019-tentang-keuangan/","301","plain"
"/deretan-jam-tangan-mahal-yang-dipakai-selebriti-indonesia","/jam-tanga-mahal-artis-indonesia/","301","plain"
"/waspadai-pinjaman-online","/pinjaman-online-mesti-waspada/","301","plain"
"/cari-kerja-sampingan-ini-trik-biar-gak-ganggu-tugas-kantor","/cari-kerja-sampingan-gak-ganggu-kantor/","301","plain"
"/simulasi-kredit-motor-honda-beat-buat-yang-gajinya-rp-17-jutaan","/kredit-motor-honda-beat/","301","plain"
"/kata-kata-penyemangat-agar-tetap-optimis-sehabis-liburan","/kata-kata-penyemangat-habis-liburan/","301","plain"
"/harga-mobil-honda-2019-desain-semakin-cantik-dan-berkelas","/harga-mobil-honda-2019/","301","plain"
"/keliling-kota-tua-jakarta-bujet-gak-lebih-dari-rp-55-ribu","/kota-tua-tempat-wisata-murah/","301","plain"
"/tunjangan-naik-70-persen-segini-total-gaji-tni-2018","/tunjangan-naik-70-persen-segini-total-gaji-tni-2019/","301","plain"
"/bunga-deposito-bni-terbaru-2018-cek-di-sini","/bunga-deposito-bni-terbaru/","301","plain"
"/bikin-skck-online-begini-cara-dan-syaratnya","/skck-online-begini-cara-bikinnya/","301","plain"
"/philip-morris-nilainya-ribuan-triliun","/philips-morris-nilainya-ribuan-triliun/","301","plain"
"/rumah-mewah-yuanita-christianti","/rumah-mewah-yuanita-christiani/","301","plain"
"/iphone-11-dan-fitur-spesifikasi-serta-harganya","/iphone-11-harga-dan-fiturnya/","301","plain"
"/koleksi-mobil-imam-nahrowi","/koleksi-mobil-imam-nahrawi/","301","plain"
"/mangkir-bayar-hutang-ini-zodiaknya","/mangkir-bayar-utang-ini-deretan-zodiaknya/","301","plain"
"/ipotfund-bikin-tajir","/ipotfund-reksa-dana/","301","plain"
"/bluekai-dmp-tracking-for-amp-pages__trashed","/bluekai-dmp-tracking-for-amp-pages/","301","plain"
"/9-website-pencari-lowongan-kerja-paling-populer-di-indonesia","/website-pencari-lowongan-kerja-terpopuler/","301","plain"
"/papa-t-bob","/papa-t-bob-dan-fakta-menariknya/","301","plain"
"/gini-cara-daftar-ojek-online-buat-nambah-penghasilan","/cara-daftar-ojek-online/","301","plain"
"/biaya-pembuatan-sim-2019-resmi-dari-kepolisian","/biaya-pembuatan-sim-resmi-dari-kepolisian/","301","plain"
"/harta-m-taufik-ketua-dprd-dki-jakarta","/harta-m-taufik-wakil-ketua-dprd-dki-jakarta/","301","plain"
